,language_pair,loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,Fast Levenshtein Distance Div Maxlen,Dolgo Prime Distance Div Maxlen,Feature Edit Distance Div Maxlen,Hamming Feature Distance Div Maxlen,Weighted Feature Distance Div Maxlen,Partial Hamming Feature Distance Div Maxlen,plain Levenshtein,ass_bertxlm,label
138,Bengali-Assamese,কর্ণ,কাণ,kɔrnɔ,kan,Ears,ear,0.6,0.4,0.3791666666666667,0.4333333333333334,3.25,0.4333333333333334,2,0.9616471,loan
139,Bengali-Assamese,মাংস,মঙহ,maŋʃɔ,mɔŋɔɦɔ,Meat,Meat,0.5,0.3333333333333333,0.2013888888888888,0.2222222222222222,1.9791666666666667,0.21875,3,0.95169157,loan
140,Bengali-Assamese,মঙ্গলবার,মঙলবাৰ,mɔŋɡɔlɔbar,mɔŋɔlɔbaɹ,Tuesday,It's Tuesday,0.2,0.1,0.10625,0.125,1.075,0.1166666666666666,3,0.89028466,loan
141,Bengali-Assamese,গোলন্দাজ,গুলী,ɡolɔn̪d̪ad͡ʑ,guli,Gunner,The bullet,0.9166666666666666,0.625,0.5885416666666666,0.6458333333333333,4.78125,0.6458333333333333,6,0.9758332,loan
142,Bengali-Assamese,চাঁদ,চন্দ্ৰ,t͡ɕãd̪ɔ,sɔndɹɔ,The moon,moon,0.7142857142857143,0.6666666666666666,0.3819444444444444,0.4097222222222222,3.2916666666666665,0.4097222222222222,4,0.96112055,loan
143,Bengali-Assamese,গোলন্দাজ,গোল,ɡolɔn̪d̪ad͡ʑ,gʊl,Gunner,Round,0.9166666666666666,0.75,0.6901041666666666,0.7604166666666666,5.53125,0.7604166666666666,5,0.9758332,loan
144,Bengali-Assamese,ঠেং,টকা,ʈʰeŋ,tɔka,The tail,Money,1.0,0.5,0.3072916666666667,0.3333333333333333,3.0,0.3333333333333333,3,0.9719317,loan
145,Bengali-Assamese,বিষ,বিহ,biʃ,biɦ,Poison,poison,0.3333333333333333,0.3333333333333333,0.0486111111111111,0.0555555555555555,0.9583333333333334,0.0486111111111111,1,0.946327,loan
146,Bengali-Assamese,আগুন,অগ্নি,aɡun̪,ɔgni,Fire,Fire,0.8,0.5,0.3697916666666666,0.3958333333333333,3.78125,0.390625,3,0.9553058,loan
147,Bengali-Assamese,টাং,ঠেং,ʈaŋ,tʰɛŋ,Tang,The tail,0.75,0.0,0.0555555555555555,0.0555555555555555,0.5,0.0555555555555555,2,0.9612434,loan
148,Bengali-Assamese,কলা,কালি,kɔla,kali,Banana,yesterday,0.5,0.0,0.0625,0.0625,0.6875,0.0625,2,0.9841851,loan
149,Bengali-Assamese,রউন,লহুন,run̪,lɔɦun,Rune,Blood,0.8,0.4,0.3916666666666667,0.4499999999999999,3.25,0.4333333333333333,3,0.93348455,loan
150,Bengali-Assamese,শিক্ষা,শিকোৱা,ʃikkʰa,xikʊwa,Education,teaching,0.5,0.5,0.2222222222222222,0.2430555555555555,2.5625,0.2395833333333333,2,0.9499319,loan
151,Bengali-Assamese,কাটা,কটা,kaʈa,kɔta,Cut,Brown,0.5,0.0,0.0520833333333333,0.0520833333333333,0.5625,0.0520833333333333,1,0.9742628,loan
152,Bengali-Assamese,মহিষ,মৈহ,mɔɦiʃ,mɔɪɦ,The buffalo,Maih,0.6,0.4,0.2166666666666666,0.2416666666666667,2.075,0.2375,3,0.9709759,loan
153,Bengali-Assamese,শেখা,শিকা,ʃekʰa,xika,Learning,learn,0.6,0.25,0.0572916666666666,0.0624999999999999,0.59375,0.0572916666666666,2,0.9287746,loan
154,Bengali-Assamese,এক,আক,ek,ak,One,Let's go,0.5,0.0,0.0208333333333333,0.0208333333333333,0.25,0.0208333333333333,1,0.9533738,loan
155,Bengali-Assamese,টেহা,ঠেং,ʈeɦa,tʰɛŋ,Teha,The tail,1.0,0.5,0.296875,0.3229166666666666,2.6875,0.3229166666666666,3,0.9495679,loan
156,Bengali-Assamese,ভইষ,মৈহ,bʱiʃ,mɔɪɦ,Fear,Maih,1.0,0.75,0.2916666666666667,0.3229166666666667,3.21875,0.3177083333333333,3,0.9647273,loan
157,Bengali-Assamese,বোন,বৈনী,bon̪,bɔɪni,Sister,Baini,0.6,0.4,0.375,0.4166666666666667,3.0,0.4166666666666667,2,0.96375227,loan
158,Bengali-Assamese,টাকা,টকা,ʈaka,tɔka,Money,Money,0.5,0.0,0.0520833333333333,0.0520833333333333,0.5625,0.0520833333333333,1,0.9432504,loan
159,Bengali-Assamese,পিন্ধা,পিন্ধ,pin̪d̪ʱa,pindʰɔ,wear,Wear,0.5,0.0,0.0583333333333333,0.0583333333333333,0.5,0.0583333333333333,1,0.97533715,loan
160,Bengali-Assamese,মুঠি,মুঠা,muʈʰi,mutʰa,Fist,A handful,0.4,0.0,0.03125,0.03125,0.375,0.03125,1,0.96180207,loan
161,Bengali-Assamese,ডাঁশ,ডাঁহ,ɖãʃɔ,dãɦɔ,Bite,Duck,0.5,0.3333333333333333,0.046875,0.0520833333333333,0.84375,0.046875,1,0.95070755,loan
162,Bengali-Assamese,বাঁশ,বঙহ,bãʃɔ,bɔŋɔɦɔ,Bamboo,বংহ,0.6666666666666666,0.6666666666666666,0.3576388888888889,0.3958333333333332,3.270833333333333,0.3923611111111111,3,0.94040966,loan
163,Bengali-Assamese,রবিবার,ৰবিবাৰ,rɔbibar,ɹɔbibaɹ,Sunday,Sunday,0.2857142857142857,0.0,0.0476190476190476,0.0714285714285714,1.0,0.0476190476190476,2,0.93978614,loan
164,Bengali-Assamese,কচুয়া,কচু,kɔt͡ɕue̯a,kɔsu,Kachua,Kachu,0.6666666666666666,0.5,0.3333333333333333,0.3680555555555555,2.875,0.3680555555555555,3,0.9616957,loan
165,Bengali-Assamese,অবতার,অৱতাৰ,obt̪ar,ɔwtaɹ,Avatar,The incarnation,0.6666666666666666,0.2,0.1083333333333333,0.125,2.2,0.1083333333333333,2,0.91354156,loan
166,Bengali-Assamese,ডাঙর,দীঘা,ɖaŋɔrɔ,digʱa,Strong,Digha,1.0,0.5,0.4861111111111111,0.548611111111111,4.166666666666667,0.548611111111111,4,0.9671531,loan
167,Bengali-Assamese,কান,কাণ,kan̪,kan,Ears,ear,0.25,0.0,0.0138888888888888,0.0138888888888888,0.0833333333333333,0.0138888888888888,1,0.95497286,loan
168,Bengali-Assamese,পানি,পানী,pan̪i,pani,Water,water,0.2,0.0,0.0104166666666666,0.0104166666666666,0.0625,0.0104166666666666,1,0.9739739,loan
169,Bengali-Assamese,ডাঙর,দীঘল,ɖaŋɔrɔ,digʱɔlɔ,Strong,long,0.7142857142857143,0.1666666666666666,0.1909722222222222,0.2222222222222222,1.7083333333333333,0.2083333333333333,4,0.95874596,loan
170,Bengali-Assamese,পোলা,পুলি,pola,puli,Pola,Seedlings,0.5,0.0,0.0416666666666666,0.0416666666666666,0.5,0.0416666666666666,2,0.9651597,loan
171,Bengali-Assamese,চান,চন্দ্ৰ,t͡ɕan̪,sɔndɹɔ,Want,moon,1.0,0.6666666666666666,0.5243055555555556,0.5694444444444445,4.416666666666667,0.5694444444444445,5,0.9618646,loan
172,Bengali-Assamese,ব্যবহার,ব্যৱহাৰ,bd͡zɔbɔɦar,bzɔwɔɦaɹ,Use,use,0.4,0.25,0.0677083333333333,0.078125,1.5,0.0677083333333333,2,0.9326439,loan
173,Bengali-Assamese,শিক্ষা,সেকা,ʃikkʰa,xɛka,Education,Seka,0.6666666666666666,0.4,0.225,0.25,1.925,0.2458333333333333,4,0.97084785,loan
174,Bengali-Assamese,ঠেং,টাকা,ʈʰeŋ,taka,The tail,Money,1.0,0.5,0.2864583333333333,0.3125,2.8125,0.3125,4,0.97193164,loan
175,Bengali-Assamese,লাউ,লাও,lau,laʊ,Lau,Lao,0.3333333333333333,0.0,0.0277777777777777,0.0277777777777777,0.25,0.0277777777777777,1,0.95339143,loan
176,Bengali-Assamese,নীহারিকা,নিয়ৰ,n̪iɦarika,nijɔɹɔ,Nebula,Snow,0.7777777777777778,0.25,0.3020833333333333,0.3385416666666666,3.03125,0.3281249999999999,7,0.929558,loan
177,Bengali-Assamese,উত্তর,উত্তৰ,ut̪t̪ɔrɔ,uttɔɹɔ,The answer,answer,0.375,0.0,0.0416666666666666,0.0555555555555555,0.6666666666666666,0.0416666666666666,1,0.93667805,loan
178,Bengali-Assamese,পোলা,পোৱালী,pola,pʊwali,Pola,The puppy,0.6666666666666666,0.3333333333333333,0.3263888888888889,0.3611111111111111,2.708333333333333,0.3611111111111111,3,0.9670564,loan
179,Bengali-Assamese,মকাই,মাকৈ,mɔkai,makɔɪ,Maize,corn,0.6,0.0,0.075,0.075,0.75,0.075,3,0.96405435,loan
180,Bengali-Assamese,রঙ,ৰাং,rɔŋɔ,ɹaŋ,Color,Rang,0.75,0.25,0.3072916666666667,0.3541666666666666,3.125,0.3333333333333333,3,0.9577571,loan
181,Bengali-Assamese,অঙ্ক,অংক,oŋkɔ,ɔŋkɔ,The numbers,Math,0.25,0.0,0.0104166666666666,0.0104166666666666,0.0625,0.0104166666666666,2,0.952556,loan
182,Bengali-Assamese,হক্কল,সকলো,ɦɔkkɔlɔ,xɔkɔlʊ,Haqkal,everything,0.4285714285714285,0.2857142857142857,0.1577380952380952,0.1726190476190476,1.5714285714285714,0.1726190476190476,4,0.93654263,loan
183,Bengali-Assamese,অংশু,আঁহ,oŋʃu,ãɦɔ,Anshu,Fiber,1.0,0.75,0.3333333333333333,0.3645833333333333,3.25,0.359375,4,0.97046745,loan
184,Bengali-Assamese,শৈবাল,শেলাই,ʃojbalɔ,xɛlai,Algae,Seams,0.8571428571428571,0.4285714285714285,0.3541666666666666,0.3869047619047618,3.321428571428572,0.3809523809523809,3,0.93334156,loan
185,Bengali-Assamese,টেহা,টকা,ʈeɦa,tɔka,Teha,Money,0.75,0.25,0.09375,0.09375,1.5,0.09375,2,0.94565916,loan
186,Bengali-Assamese,মূল,মূলা,mulɔ,mula,Original,Radish,0.25,0.0,0.0416666666666666,0.0416666666666666,0.4375,0.0416666666666666,1,0.9588945,loan
187,Bengali-Assamese,ডাঙর,দীঘ,ɖaŋɔrɔ,digʱ,Strong,Long,1.0,0.6666666666666666,0.6076388888888891,0.6875,5.083333333333333,0.6875,4,0.9671531,loan
188,Bengali-Assamese,পাখ,পখিলা,pakʰ,pɔkʰila,Wings,butterfly,0.5714285714285714,0.5,0.4791666666666667,0.5277777777777778,3.9166666666666665,0.5277777777777778,4,0.9564923,loan
189,Bengali-Assamese,ভারত,ভাৰত,bʱarɔt̪ɔ,bʰaɹɔtɔ,India,India,0.375,0.0,0.0416666666666666,0.0555555555555555,0.6666666666666666,0.0416666666666666,1,0.9409225,loan
190,Bengali-Assamese,বঙ্গ,বঙালী,bɔŋɡɔ,bɔŋali,Bengal,Bengali,0.5,0.3333333333333333,0.2291666666666667,0.25,2.4375,0.2465277777777778,3,0.9615108,loan
191,Bengali-Assamese,মুঠা,মুঠি,muʈʰa,mutʰi,A handful,Fist,0.4,0.0,0.03125,0.03125,0.375,0.03125,1,0.98347896,loan
192,Bengali-Assamese,আষ্ট,আঠ,aʃʈɔ,atʰ,Eight,eight,0.75,0.5,0.4739583333333333,0.5208333333333333,3.8125,0.5208333333333333,3,0.9691881,loan
193,Bengali-Assamese,মিডা,মিঠা,miɖa,mitʰa,Mida,sweet,0.4,0.0,0.03125,0.03125,0.25,0.03125,1,0.95517844,loan
194,Bengali-Assamese,মেয়ে,মাই,mee̯e,mai,Girl,My,0.8,0.25,0.2447916666666666,0.2708333333333333,2.0625,0.2708333333333333,4,0.95947635,loan
195,Bengali-Assamese,চান,চান্দ,t͡ɕan̪,sandɔ,Want,Chand,0.8333333333333334,0.6,0.4125,0.45,3.5,0.45,2,0.9579462,loan
196,Bengali-Assamese,পোষ,পুহ,poʃ,puɦ,Pet,Puh,0.6666666666666666,0.3333333333333333,0.0763888888888889,0.0833333333333333,1.2916666666666667,0.0763888888888889,2,0.94989884,loan
197,Bengali-Assamese,বাংলা,বঙালী,baŋla,bɔŋali,Bengali,Bengali,0.5,0.1666666666666666,0.1909722222222222,0.2083333333333333,1.6666666666666667,0.2083333333333333,3,0.9506029,loan
198,Bengali-Assamese,মু,মুহ,mu,muɦ,Mu,Muh,0.3333333333333333,0.3333333333333333,0.2986111111111111,0.3333333333333333,2.4166666666666665,0.3333333333333333,1,0.96927714,loan
199,Bengali-Assamese,বাউল,বলিয়া,baulɔ,bɔlija,Bowl,Saying,0.8333333333333334,0.1666666666666666,0.2673611111111111,0.2847222222222222,2.7291666666666665,0.28125,5,0.9738664,loan
200,Bengali-Assamese,খাদ্য,খানা,kʰad̪d͡zɔ,kʰana,Food,Food,0.6666666666666666,0.4,0.2416666666666666,0.2583333333333333,2.35,0.2583333333333333,3,0.9743581,loan
